col_ID,temp,atemp,hum,windspeed,casual,registered,Target
A452,0.323333,0.315654,0.29,0.187192,531,4571,5102
A453,0.484167,0.47095,0.48125,0.291671,674,5024,5698
A454,0.494167,0.482304,0.439167,0.31965,834,5299,6133
A455,0.37,0.375621,0.580833,0.138067,796,4663,5459
A456,0.424167,0.421708,0.738333,0.250617,2301,3934,6235
A457,0.425833,0.417287,0.67625,0.172267,2347,3694,6041
A458,0.433913,0.427513,0.504348,0.312139,1208,4728,5936
A459,0.466667,0.461483,0.396667,0.100133,1348,5424,6772
A460,0.541667,0.53345,0.469583,0.180975,1058,5378,6436
A461,0.435,0.431163,0.374167,0.219529,1192,5265,6457
A462,0.403333,0.390767,0.377083,0.300388,1807,4653,6460
A463,0.4375,0.426129,0.254167,0.274871,3252,3605,6857
A464,0.5,0.492425,0.275833,0.232596,2230,2939,5169
A465,0.489167,0.476638,0.3175,0.358196,905,4680,5585
A466,0.446667,0.436233,0.435,0.249375,819,5099,5918
A467,0.348696,0.337274,0.469565,0.295274,482,4380,4862
A468,0.3975,0.387604,0.46625,0.290429,663,4746,5409
A469,0.4425,0.431808,0.408333,0.155471,1252,5146,6398
A470,0.495,0.487996,0.502917,0.190917,2795,4665,7460
A471,0.606667,0.573875,0.507917,0.225129,2846,4286,7132
A472,0.664167,0.614925,0.561667,0.284829,1198,5172,6370
A473,0.608333,0.598487,0.390417,0.273629,989,5702,6691
A474,0.463333,0.457038,0.569167,0.167912,347,4020,4367
A475,0.498333,0.493046,0.6125,0.0659292,846,5719,6565
A476,0.526667,0.515775,0.694583,0.149871,1340,5950,7290
A477,0.57,0.542921,0.682917,0.283587,2541,4083,6624
A478,0.396667,0.389504,0.835417,0.344546,120,907,1027
A479,0.321667,0.301125,0.766667,0.303496,195,3019,3214
A480,0.413333,0.405283,0.454167,0.249383,518,5115,5633
A481,0.476667,0.470317,0.427917,0.118792,655,5541,6196
A482,0.498333,0.483583,0.756667,0.176625,475,4551,5026
A483,0.4575,0.452637,0.400833,0.347633,1014,5219,6233
A484,0.376667,0.377504,0.489583,0.129975,1120,3100,4220
A485,0.458333,0.450121,0.587083,0.116908,2229,4075,6304
A486,0.464167,0.457696,0.57,0.171638,665,4907,5572
A487,0.613333,0.577021,0.659583,0.156096,653,5087,5740
A488,0.564167,0.537896,0.797083,0.138058,667,5502,6169
A489,0.56,0.537242,0.768333,0.133696,764,5657,6421
A490,0.6275,0.590917,0.735417,0.162938,1069,5227,6296
A491,0.621667,0.584608,0.756667,0.152992,2496,4387,6883
A492,0.5625,0.546737,0.74,0.149879,2135,4224,6359
A493,0.5375,0.527142,0.664167,0.230721,1008,5265,6273
A494,0.581667,0.557471,0.685833,0.296029,738,4990,5728
A495,0.575,0.553025,0.744167,0.216412,620,4097,4717
A496,0.505833,0.491783,0.552083,0.314063,1026,5546,6572
A497,0.533333,0.520833,0.360417,0.236937,1319,5711,7030
A498,0.564167,0.544817,0.480417,0.123133,2622,4807,7429
A499,0.6125,0.585238,0.57625,0.225117,2172,3946,6118
A500,0.573333,0.5499,0.789583,0.212692,342,2501,2843
A501,0.611667,0.576404,0.794583,0.147392,625,4490,5115
A502,0.636667,0.595975,0.697917,0.122512,991,6433,7424
A503,0.593333,0.572613,0.52,0.229475,1242,6142,7384
A504,0.564167,0.551121,0.523333,0.136817,1521,6118,7639
A505,0.6,0.566908,0.45625,0.083975,3410,4884,8294
A506,0.620833,0.583967,0.530417,0.254367,2704,4425,7129
A507,0.598333,0.565667,0.81125,0.233204,630,3729,4359
A508,0.615,0.580825,0.765833,0.118167,819,5254,6073
A509,0.621667,0.584612,0.774583,0.102,766,4494,5260
A510,0.655,0.6067,0.716667,0.172896,1059,5711,6770
A511,0.68,0.627529,0.747083,0.14055,1417,5317,6734
A512,0.6925,0.642696,0.7325,0.198992,2855,3681,6536
A513,0.69,0.641425,0.697083,0.215171,3283,3308,6591
A514,0.7125,0.6793,0.67625,0.196521,2557,3486,6043
A515,0.7225,0.672992,0.684583,0.2954,880,4863,5743
A516,0.656667,0.611129,0.67,0.134329,745,6110,6855
A517,0.68,0.631329,0.492917,0.195279,1100,6238,7338
A518,0.654167,0.607962,0.755417,0.237563,533,3594,4127
A519,0.583333,0.566288,0.549167,0.186562,2795,5325,8120
A520,0.6025,0.575133,0.493333,0.184087,2494,5147,7641
A521,0.5975,0.578283,0.487083,0.284833,1071,5927,6998
A522,0.540833,0.525892,0.613333,0.209575,968,6033,7001
A523,0.554167,0.542292,0.61125,0.077125,1027,6028,7055
A524,0.6025,0.569442,0.567083,0.15735,1038,6456,7494
A525,0.649167,0.597862,0.467917,0.175383,1488,6248,7736
A526,0.710833,0.648367,0.437083,0.144287,2708,4790,7498
A527,0.726667,0.663517,0.538333,0.133721,2224,4374,6598
A528,0.720833,0.659721,0.587917,0.207713,1017,5647,6664
A529,0.653333,0.597875,0.833333,0.214546,477,4495,4972
A530,0.655833,0.611117,0.582083,0.343279,1173,6248,7421
A531,0.648333,0.624383,0.569583,0.253733,1180,6183,7363
A532,0.639167,0.599754,0.589583,0.176617,1563,6102,7665
A533,0.631667,0.594708,0.504167,0.166667,2963,4739,7702
A534,0.5925,0.571975,0.59875,0.144904,2634,4344,6978
A535,0.568333,0.544842,0.777917,0.174746,653,4446,5099
A536,0.688333,0.654692,0.69,0.148017,968,5857,6825
A537,0.7825,0.720975,0.592083,0.113812,872,5339,6211
A538,0.805833,0.752542,0.567917,0.118787,778,5127,5905
A539,0.7775,0.724121,0.57375,0.182842,964,4859,5823
A540,0.731667,0.652792,0.534583,0.179721,2657,4801,7458
A541,0.743333,0.674254,0.479167,0.145525,2551,4340,6891
A542,0.715833,0.654042,0.504167,0.300383,1139,5640,6779
A543,0.630833,0.594704,0.373333,0.347642,1077,6365,7442
A544,0.6975,0.640792,0.36,0.271775,1077,6258,7335
A545,0.749167,0.675512,0.4225,0.17165,921,5958,6879
A546,0.834167,0.786613,0.48875,0.165417,829,4634,5463
A547,0.765,0.687508,0.60125,0.161071,1455,4232,5687
A548,0.815833,0.750629,0.51875,0.168529,1421,4110,5531
A549,0.781667,0.702038,0.447083,0.195267,904,5323,6227
A550,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
A551,0.789167,0.732337,0.53875,0.13495,2562,4841,7403
A552,0.8275,0.761367,0.457917,0.194029,1405,4836,6241
A553,0.828333,0.752533,0.450833,0.146142,1366,4841,6207
A554,0.861667,0.804913,0.492083,0.163554,1448,3392,4840
A555,0.8225,0.790396,0.57375,0.125629,1203,3469,4672
A556,0.710833,0.654054,0.683333,0.180975,998,5571,6569
A557,0.720833,0.664796,0.6675,0.151737,954,5336,6290
A558,0.716667,0.650271,0.633333,0.151733,975,6289,7264
A559,0.715833,0.654683,0.529583,0.146775,1032,6414,7446
A560,0.731667,0.667933,0.485833,0.08085,1511,5988,7499
A561,0.703333,0.666042,0.699167,0.143679,2355,4614,6969
A562,0.745833,0.705196,0.717917,0.166667,1920,4111,6031
A563,0.763333,0.724125,0.645,0.164187,1088,5742,6830
A564,0.818333,0.755683,0.505833,0.114429,921,5865,6786
A565,0.793333,0.745583,0.577083,0.137442,799,4914,5713
A566,0.77,0.714642,0.600417,0.165429,888,5703,6591
A567,0.665833,0.613025,0.844167,0.208967,747,5123,5870
A568,0.595833,0.549912,0.865417,0.2133,1264,3195,4459
A569,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410
A570,0.741667,0.690017,0.694167,0.138683,1135,5831,6966
A571,0.750833,0.70645,0.655,0.211454,1140,6452,7592
A572,0.724167,0.654054,0.45,0.1648,1383,6790,8173
A573,0.776667,0.739263,0.596667,0.284813,1036,5825,6861
A574,0.781667,0.734217,0.594583,0.152992,1259,5645,6904
A575,0.755833,0.697604,0.613333,0.15735,2234,4451,6685
A576,0.721667,0.667933,0.62375,0.170396,2153,4444,6597
A577,0.730833,0.684987,0.66875,0.153617,1040,6065,7105
A578,0.713333,0.662896,0.704167,0.165425,968,6248,7216
A579,0.7175,0.667308,0.6775,0.141179,1074,6506,7580
A580,0.7525,0.707088,0.659583,0.129354,983,6278,7261
A581,0.765833,0.722867,0.6425,0.215792,1328,5847,7175
A582,0.793333,0.751267,0.613333,0.257458,2345,4479,6824
A583,0.769167,0.731079,0.6525,0.290421,1707,3757,5464
A584,0.7525,0.710246,0.654167,0.129354,1233,5780,7013
A585,0.735833,0.697621,0.70375,0.116908,1278,5995,7273
A586,0.75,0.707717,0.672917,0.1107,1263,6271,7534
A587,0.755833,0.699508,0.620417,0.1561,1196,6090,7286
A588,0.715833,0.667942,0.715833,0.238813,1065,4721,5786
A589,0.6925,0.638267,0.732917,0.206479,2247,4052,6299
A590,0.700833,0.644579,0.530417,0.122512,2182,4362,6544
A591,0.720833,0.662254,0.545417,0.136212,1207,5676,6883
A592,0.726667,0.676779,0.686667,0.169158,1128,5656,6784
A593,0.706667,0.654037,0.619583,0.169771,1198,6149,7347
A594,0.719167,0.654688,0.519167,0.141796,1338,6267,7605
A595,0.723333,0.2424,0.570833,0.231354,1483,5665,7148
A596,0.678333,0.618071,0.603333,0.177867,2827,5038,7865
A597,0.635833,0.603554,0.711667,0.08645,1208,3341,4549
A598,0.635833,0.595967,0.734167,0.129979,1026,5504,6530
A599,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006
A600,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375
A601,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765
A602,0.7025,0.6471,0.615,0.0721458,1325,6257,7582
A603,0.661667,0.618696,0.712917,0.244408,1829,4224,6053
A604,0.653333,0.595996,0.845833,0.228858,1483,3772,5255
A605,0.703333,0.654688,0.730417,0.128733,989,5928,6917
A606,0.728333,0.66605,0.62,0.190925,935,6105,7040
A607,0.685,0.635733,0.552083,0.112562,1177,6520,7697
A608,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713
A609,0.764167,0.6894,0.5875,0.168533,1433,5917,7350
A610,0.753333,0.702654,0.638333,0.113187,2352,3788,6140
A611,0.696667,0.649,0.815,0.0640708,2613,3197,5810
A612,0.7075,0.661629,0.790833,0.151121,1965,4069,6034
A613,0.725833,0.686888,0.755,0.236321,867,5997,6864
A614,0.736667,0.708983,0.74125,0.187808,832,6280,7112
A615,0.696667,0.655329,0.810417,0.142421,611,5592,6203
A616,0.703333,0.657204,0.73625,0.171646,1045,6459,7504
A617,0.659167,0.611121,0.799167,0.281104,1557,4419,5976
A618,0.61,0.578925,0.5475,0.224496,2570,5657,8227
A619,0.583333,0.565654,0.50375,0.258713,1118,6407,7525
A620,0.5775,0.554292,0.52,0.0920542,1070,6697,7767
A621,0.599167,0.570075,0.577083,0.131846,1050,6820,7870
A622,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804
A623,0.633333,0.594083,0.6725,0.103863,1379,6630,8009
A624,0.608333,0.585867,0.501667,0.247521,3160,5554,8714
A625,0.58,0.563125,0.57,0.0901833,2166,5167,7333
A626,0.580833,0.55305,0.734583,0.151742,1022,5847,6869
A627,0.623333,0.565067,0.8725,0.357587,371,3702,4073
A628,0.5525,0.540404,0.536667,0.215175,788,6803,7591
A629,0.546667,0.532192,0.618333,0.118167,939,6781,7720
A630,0.599167,0.571971,0.66875,0.154229,1250,6917,8167
A631,0.65,0.610488,0.646667,0.283583,2512,5883,8395
A632,0.529167,0.518933,0.467083,0.223258,2454,5453,7907
A633,0.514167,0.502513,0.492917,0.142404,1001,6435,7436
A634,0.55,0.544179,0.57,0.236321,845,6693,7538
A635,0.635,0.596613,0.630833,0.2444,787,6946,7733
A636,0.65,0.607975,0.690833,0.134342,751,6642,7393
A637,0.619167,0.585863,0.69,0.164179,1045,6370,7415
A638,0.5425,0.530296,0.542917,0.227604,2589,5966,8555
A639,0.526667,0.517663,0.583333,0.134958,2015,4874,6889
A640,0.520833,0.512,0.649167,0.0908042,763,6015,6778
A641,0.590833,0.542333,0.871667,0.104475,315,4324,4639
A642,0.6575,0.599133,0.79375,0.0665458,728,6844,7572
A643,0.6575,0.607975,0.722917,0.117546,891,6437,7328
A644,0.615,0.580187,0.6275,0.10635,1516,6640,8156
A645,0.554167,0.538521,0.664167,0.268025,3031,4934,7965
A646,0.415833,0.419813,0.708333,0.141162,781,2729,3510
A647,0.383333,0.387608,0.709583,0.189679,874,4604,5478
A648,0.446667,0.438112,0.761667,0.1903,601,5791,6392
A649,0.514167,0.503142,0.630833,0.187821,780,6911,7691
A650,0.435,0.431167,0.463333,0.181596,834,6736,7570
A651,0.4375,0.433071,0.539167,0.235092,1060,6222,7282
A652,0.393333,0.391396,0.494583,0.146142,2252,4857,7109
A653,0.521667,0.508204,0.640417,0.278612,2080,4559,6639
A654,0.561667,0.53915,0.7075,0.296037,760,5115,5875
A655,0.468333,0.460846,0.558333,0.182221,922,6612,7534
A656,0.455833,0.450108,0.692917,0.101371,979,6482,7461
A657,0.5225,0.512625,0.728333,0.236937,1008,6501,7509
A658,0.563333,0.537896,0.815,0.134954,753,4671,5424
A659,0.484167,0.472842,0.572917,0.117537,2806,5284,8090
A660,0.464167,0.456429,0.51,0.166054,2132,4692,6824
A661,0.4875,0.482942,0.568333,0.0814833,830,6228,7058
A662,0.544167,0.530304,0.641667,0.0945458,841,6625,7466
A663,0.5875,0.558721,0.63625,0.0727792,795,6898,7693
A664,0.55,0.529688,0.800417,0.124375,875,6484,7359
A665,0.545833,0.52275,0.807083,0.132467,1182,6262,7444
A666,0.53,0.515133,0.72,0.235692,2643,5209,7852
A667,0.4775,0.467771,0.694583,0.398008,998,3461,4459
A668,0.44,0.4394,0.88,0.3582,2,20,22
A669,0.318182,0.309909,0.825455,0.213009,87,1009,1096
A670,0.3575,0.3611,0.666667,0.166667,419,5147,5566
A671,0.365833,0.369942,0.581667,0.157346,466,5520,5986
A672,0.355,0.356042,0.522083,0.266175,618,5229,5847
A673,0.343333,0.323846,0.49125,0.270529,1029,4109,5138
A674,0.325833,0.329538,0.532917,0.179108,1201,3906,5107
A675,0.319167,0.308075,0.494167,0.236325,378,4881,5259
A676,0.280833,0.281567,0.567083,0.173513,466,5220,5686
A677,0.295833,0.274621,0.5475,0.304108,326,4709,5035
A678,0.352174,0.341891,0.333478,0.347835,340,4975,5315
A679,0.361667,0.355413,0.540833,0.214558,709,5283,5992
A680,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536
A681,0.420833,0.421713,0.659167,0.1275,2290,4562,6852
A682,0.485,0.475383,0.741667,0.173517,1097,5172,6269
A683,0.343333,0.323225,0.662917,0.342046,327,3767,4094
A684,0.289167,0.281563,0.552083,0.199625,373,5122,5495
A685,0.321667,0.324492,0.620417,0.152987,320,5125,5445
A686,0.345,0.347204,0.524583,0.171025,484,5214,5698
A687,0.325,0.326383,0.545417,0.179729,1313,4316,5629
A688,0.3425,0.337746,0.692917,0.227612,922,3747,4669
A689,0.380833,0.375621,0.623333,0.235067,449,5050,5499
A690,0.374167,0.380667,0.685,0.082725,534,5100,5634
A691,0.353333,0.364892,0.61375,0.103246,615,4531,5146
A692,0.34,0.350371,0.580417,0.0528708,955,1470,2425
A693,0.368333,0.378779,0.56875,0.148021,1603,2307,3910
A694,0.278333,0.248742,0.404583,0.376871,532,1745,2277
A695,0.245833,0.257583,0.468333,0.1505,309,2115,2424
A696,0.313333,0.339004,0.535417,0.04665,337,4750,5087
A697,0.291667,0.281558,0.786667,0.237562,123,3836,3959
A698,0.296667,0.289762,0.50625,0.210821,198,5062,5260
A699,0.28087,0.298422,0.555652,0.115522,243,5080,5323
A700,0.298333,0.323867,0.649583,0.0584708,362,5306,5668
A701,0.298333,0.316904,0.806667,0.0597042,951,4240,5191
A702,0.3475,0.359208,0.823333,0.124379,892,3757,4649
A703,0.4525,0.455796,0.7675,0.0827208,555,5679,6234
A704,0.475833,0.469054,0.73375,0.174129,551,6055,6606
A705,0.438333,0.428012,0.485,0.324021,331,5398,5729
A706,0.255833,0.258204,0.50875,0.174754,340,5035,5375
A707,0.320833,0.321958,0.764167,0.1306,349,4659,5008
A708,0.381667,0.389508,0.91125,0.101379,1153,4429,5582
A709,0.384167,0.390146,0.905417,0.157975,441,2787,3228
A710,0.435833,0.435575,0.925,0.190308,329,4841,5170
A711,0.353333,0.338363,0.596667,0.296037,282,5219,5501
A712,0.2975,0.297338,0.538333,0.162937,310,5009,5319
A713,0.295833,0.294188,0.485833,0.174129,425,5107,5532
A714,0.281667,0.294192,0.642917,0.131229,429,5182,5611
A715,0.324167,0.338383,0.650417,0.10635,767,4280,5047
A716,0.3625,0.369938,0.83875,0.100742,538,3248,3786
A717,0.393333,0.4015,0.907083,0.0982583,212,4373,4585
A718,0.410833,0.409708,0.66625,0.221404,433,5124,5557
A719,0.3325,0.342162,0.625417,0.184092,333,4934,5267
A720,0.33,0.335217,0.667917,0.132463,314,3814,4128
A721,0.326667,0.301767,0.556667,0.374383,221,3402,3623
A722,0.265833,0.236113,0.44125,0.407346,205,1544,1749
A723,0.245833,0.259471,0.515417,0.133083,408,1379,1787
A724,0.231304,0.2589,0.791304,0.0772304,174,746,920
A725,0.291304,0.294465,0.734783,0.168726,440,573,1013
A726,0.243333,0.220333,0.823333,0.316546,9,432,441
A727,0.254167,0.226642,0.652917,0.350133,247,1867,2114
A728,0.253333,0.255046,0.59,0.155471,644,2451,3095
A729,0.253333,0.2424,0.752917,0.124383,159,1182,1341
A730,0.255833,0.2317,0.483333,0.350754,364,1432,1796
A731,0.215833,0.223487,0.5775,0.154846,439,2290,2729
