col_ID,Target,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,Press_mm_hg,RH_out,Windspeed,Visibility,rv1,rv2
A5020,240,10,20.39,39.46666667,19.29,38.29,21.76,39.7,19.2,36.7,17.6,50.66333333,5.9725,53.82,19.76,29.96333333,21.1,36.23,18,39.16333333,760.1,61,7.5,40,46.0681129,46.0681129
A5021,220,20,20.42666667,39.53,19.29,38.29,21.88,39.495,19.1,36.7,17.6,50.565,5.948333333,54.51333333,19.825,29.92666667,21.15,36.115,18.05,39.93166667,760.2,60.66666667,7.333333333,40,13.9010241,13.9010241
A5022,150,0,20.5,39.53,19.29,38.29,22,39.29,19.16666667,36.62666667,17.6,50.46666667,5.924166667,55.20666667,19.89,29.89,21.2,36,18.1,40.7,760.3,60.33333333,7.166666667,40,1.719809056,1.719809056
A5023,60,0,20.53333333,39.52666667,19.35666667,38.36333333,22.03333333,39.26,19.2,36.56,17.6,50.4,5.9,55.9,19.96333333,29.82333333,21.2,35.86333333,18.1,40.72666667,760.4,60,7,40,22.70351318,22.70351318
A5024,310,0,20.6,39.06666667,19.39,38.22333333,22.1,38.92666667,19.13333333,36.56,17.6,50.32666667,6,52.4,20.1,29.85666667,21.26,35.93,18.16666667,41.06,760.5166667,60.33333333,7,40,26.19808494,26.19808494
A5025,340,0,20.7,38.99,19.39,38.0225,22,38.49,19.2,36.56,17.6,50.26,6.045,52.245,20.22666667,29.73,21.29,35.96666667,18.2,41.32666667,760.6333333,60.66666667,7,40,11.78241674,11.78241674
A5026,100,0,20.7,38.65666667,19.39,38,21.92666667,38.15666667,19.2,36.5,17.6,50.2,6.0675,54.4725,20.29,29.5,21.29,35.8175,18.13333333,41.6,760.75,61,7,40,44.03922033,44.03922033
A5027,60,0,20.7,38.46666667,19.39,37.9,21.76,37.76,19.1,36.33333333,17.6,50.06,6.09,56.7,20.29,29.42666667,21.29,35.7,18.16666667,41.93333333,760.8666667,61.33333333,7,40,25.0658305,25.0658305
A5028,60,0,20.7,38.4,19.32333333,37.82666667,21.63333333,37.56666667,19.1,36,17.6,50,6.026666667,56.46333333,20.2,29.29,21.2,35.59,18.1,42.06,760.9833333,61.66666667,7,40,18.79939954,18.79939954
A5029,70,0,20.7,38.26,19.29,37.76,21.56666667,37.29,19.1,35.9,17.6,49.86333333,5.76,55.39,20.2,29.29,21.2,35.53,18.2,42.2,761.1,62,7,40,41.91336166,41.91336166
A5030,60,0,20.7,38.06666667,19.35666667,37.7,21.5,37.23,19.1,36.02666667,17.6,49.73,5.76,55.72666667,20.26333333,29.16666667,21.39,35.36333333,18.2,42.2,761.2333333,62,7,40,38.84253318,38.84253318
A5031,60,0,20.73,37.79,19.39,37.59,21.445,37.145,19.1,36.16333333,17.6,49.59,5.95,54.545,20.39,29.03333333,21.39,35.23,18.2,42.245,761.3666667,62,7,40,41.49169908,41.49169908
A5032,50,0,20.79,37.73,19.39,37.53,21.35666667,37.09,19.1,36.03,17.6,49.53,6.045,54.4575,20.39,28.945,21.5,35.2,18.2,42.2,761.5,62,7,40,15.73917924,15.73917924
A5033,50,0,20.76,37.59,19.39,37.46666667,21.29,37.16333333,19.06666667,35.69333333,17.6,49.36333333,6.14,54.37,20.35666667,28.85666667,21.42666667,35.12666667,18.13333333,42.2,761.6333333,62,7,40,2.187657251,2.187657251
A5034,40,0,20.7,37.59,19.32333333,37.4,21.26,37.09,19.06666667,35.5,17.6,49.23,5.9675,54.6025,20.29,28.79,21.32333333,35.09,18.16666667,42.16333333,761.7666667,62,7,40,38.7886262,38.7886262
A5035,30,0,20.7,37.46666667,19.32333333,37.29,21.2,37.03,19,35.345,17.6,49.16333333,5.795,54.835,20.39,28.76,21.39,35.03,18.16666667,42.09,761.9,62,7,40,30.76956617,30.76956617
A5036,30,0,20.7,37.32666667,19.39,37.23,21.1,37,19,35.29,17.6,49.03,5.6225,55.0675,20.46333333,28.7,21.42666667,34.93333333,18.2,42.09,762.05,62.33333333,6.666666667,40,10.30420557,10.30420557
A5037,30,0,20.79,37.29,19.39,37.06,21.1,37,19,35.29,17.6,48.9,5.45,55.3,20.53333333,28.66666667,21.5,34.86,18.2,42.03,762.2,62.66666667,6.333333333,40,6.263880024,6.263880024
A5038,50,0,20.79,37.29,19.39,36.93333333,21,36.86333333,19,35.16333333,17.6,48.79,5.4,55.53333333,20.66666667,28.53333333,21.53333333,34.76,18.2,42,762.35,63,6,40,48.13953679,48.13953679
A5039,40,0,20.79,37.2,19.39,36.86333333,21,36.79,19,35.09,17.6,48.79,5.4,54.86,20.7,28.46333333,21.6,34.62666667,18.2,42,762.5,63.33333333,5.666666667,40,21.52121767,21.52121767
A5040,50,0,20.79,37.2,19.46333333,36.79,21,36.9,19,35.06,17.6,48.66333333,5.333333333,54.4,20.76,28.32333333,21.7,34.59,18.2,42,762.65,63.66666667,5.333333333,40,31.7673205,31.7673205
A5041,40,0,20.79,37.2,19.5,36.79,21,36.9,19,35,17.6,48.59,5.4,54.75666667,20.79,28.2,21.7,34.53,18.2,42,762.8,64,5,40,25.70109221,25.70109221
A5042,40,0,20.76,37.2,19.5,36.73,21,36.93333333,18.96333333,34.9,17.6,48.5,5.4,54.09,20.79,28.13333333,21.7,34.5,18.2,41.96666667,762.95,65.33333333,4.833333333,40,33.25187386,33.25187386
A5043,60,10,20.7,37.2,19.46333333,36.63333333,20.92666667,37,18.89,34.9,17.6,48.43333333,5.4,54.5,20.79,28.06666667,21.7,34.43333333,18.2,41.9,763.1,66.66666667,4.666666667,40,12.6227144,12.6227144
A5044,80,0,20.7,37.22333333,19.315,36.5,20.89,37.06666667,18.89,35.15666667,17.6,48.36333333,5.25,56.67714286,20.73,28,21.6,34.43333333,18.2,41.9,763.25,68,4.5,40,4.765757546,4.765757546
A5045,110,20,20.7,36.89,19.23,36.36,20.89,37.06666667,18.89,35.23,17.6,48.29,5.1,58.85428571,20.66666667,28.03333333,21.6,34.63333333,18.2,41.9,763.4,69.33333333,4.333333333,40,10.36698199,10.36698199
A5046,110,30,20.6,36.7,19.2,36.46333333,20.79,36.9,18.89,35.53,17.56666667,48.2,4.526666667,60.29666667,20.6,28.16666667,21.7,35.06666667,18.2,41.79,763.55,70.66666667,4.166666667,40,22.85216241,22.85216241
A5047,100,20,20.6,36.7,19.2,36.59,20.79,36.96666667,18.89,36.06333333,17.5,48.12666667,4.26,59.89,20.5,28.46,21.7675,35.295,18.2,41.73,763.7,72,4,40,27.4250965,27.4250965
A5048,140,20,20.63333333,36.65666667,19.23,36.76666667,20.79,37,18.92666667,36.5,17.5,48,4.026666667,60.89333333,20.42666667,28.6,21.79,35.46666667,18.2,41.66333333,763.8666667,73.33333333,3.833333333,40,44.67276004,44.67276004
A5049,310,20,20.7,36.79,19.35666667,36.96666667,20.79,37,19,36.5,17.5,47.93333333,3.766666667,62.16666667,20.39,28.73,21.89,35.76666667,18.13333333,41.66333333,764.0333333,74.66666667,3.666666667,40,26.30269716,26.30269716
A5050,290,20,20.79,36.82666667,19.42666667,37.23,20.79,37,19,36.13333333,17.5,47.9,3.49,63.3,20.32333333,28.79,21.89,35.96666667,18.15,41.745,764.2,76,3.5,40,33.64458279,33.64458279
A5051,250,10,20.85666667,37.02666667,19.56666667,37.43,20.79,37,19,36,17.56666667,47.9,3.29,63.89333333,20.29,28.79,21.89,36.12666667,18.1,41.93333333,764.3666667,77.33333333,3.333333333,40,2.107100468,2.107100468
A5052,310,40,20.92666667,39.92666667,19.6,37.7,20.79,37.06,18.89,36.09666667,17.5,47.9,3.026666667,64.79,20.1975,28.79,21.89,36.2,18.1,42,764.5333333,78.66666667,3.166666667,40,17.49036894,17.49036894
A5053,110,10,21,44.86666667,19.6,37.9,20.76,37.26666667,18.89,36.82333333,17.5,47.96666667,2.795,65.895,20.1,28.85666667,21.96333333,36.06,18.1,41.93,764.7,80,3,40,8.737151511,8.737151511
A5054,110,20,21.1,44.6,19.7,38.36,20.76,37.6,19.05,39.2,17.5,48.15666667,2.626666667,66.92333333,20.06666667,28.89,21.89,36,18.1,41.79,764.8166667,80.83333333,3,40,26.13046616,26.13046616
A5055,370,0,21.16666667,42.33333333,19.7,38.5,20.79,37.93333333,19.2,40.32666667,17.5,48.36333333,2.56,67.53333333,20,28.89,21.92666667,36.63333333,18.1,41.63333333,764.9333333,81.66666667,3,40,45.14843489,45.14843489
A5056,140,30,21.29,40.79333333,19.79,38.53,20.85666667,38.06,19.26,40.4,17.5,48.5,2.433333333,67.86666667,19.96333333,29,22,37.23333333,18.1,41.36,765.05,82.5,3,40,36.04432031,36.04432031
A5057,440,30,21.29,40,19.85666667,38.59,20.89,38.2,19.39333333,40.36333333,17.55,52.295,2.26,68.19333333,19.89,29,22,37.65666667,18.16666667,40.69666667,765.1666667,83.33333333,3,40,13.88004048,13.88004048
A5058,150,30,21.34,39.245,19.89,38.46666667,20.89,38.12666667,19.79333333,40.09666667,18.09333333,67.76666667,2.26,68.66666667,19.79,29.03333333,22.06666667,37.93,18.16666667,40.23,765.2833333,84.16666667,3,40,16.34221483,16.34221483
A5059,260,20,21.39,38.93333333,19.96333333,38.52666667,21,38,20.42666667,39.6,18.36,58.02666667,2.26,68.83333333,19.79,29.1,22.1,38.23,18.2,39.93,765.4,85,3,40,35.53264322,35.53264322
A5060,290,30,21.39,39.06,20,38.96333333,21,38,20.96666667,39.19333333,18.56666667,53.1,2.2,69.16666667,19.76,29.13333333,22.1,38.43,18.13333333,39.73,765.55,85.5,2.833333333,40,10.85220614,10.85220614
A5061,110,20,21.5,39.12666667,20,39.36333333,21,38.03,21.49333333,38.6,18.73,50.15666667,2.06,70.06666667,19.7,29.2,22.06666667,38.16,18.1,39.56,765.7,86,2.666666667,40,21.13592986,21.13592986
A5062,100,30,21.5,39.2,20.03333333,39.65666667,21,38.09,21.82666667,37.99333333,18.85666667,48.69666667,1.933333333,70.59333333,19.6,29.2,22,37.63333333,18.1,39.43333333,765.85,86.5,2.5,40,47.2410265,47.2410265
A5063,100,30,21.56666667,39.12666667,20.1,39.845,21.03333333,38.15666667,21.79,37.26,18.92666667,47.55666667,1.76,71.36666667,19.6,29.2,22,37.1,18.1,39.26,766,87,2.333333333,40,12.28434511,12.28434511
A5064,90,20,21.56666667,39.12666667,20.1,39.73,21.1,38.29,21.66333333,37.12666667,19,46.75666667,1.566666667,71.89333333,19.56666667,29.29,21.92666667,36.69333333,18.1,39.2,766.15,87.5,2.166666667,40,2.459191484,2.459191484
A5065,360,30,21.6,38.9,20.1,39.66333333,21,38.2,21.46333333,37.06,19.03333333,46.02666667,1.356666667,73.06333333,19.5,29.29,21.89,36.5,18.1,39.09,766.3,88,2,40,26.64772117,26.64772117
A5066,270,30,21.6,38.9,20.1,39.53,21,38.2,21.32333333,36.93333333,19.1,45.56666667,1.29,74.06333333,19.5,29.39,21.89,36.345,18.1,39.03,766.4166667,88.33333333,1.833333333,40,9.905104514,9.905104514
A5067,70,30,21.6,38.76,20.1,39.36333333,20.89,38.23,21.29,37.03,19.13333333,45.02666667,1.1,74.06333333,19.42666667,29.32333333,21.945,36.545,18.1,38.79,766.5333333,88.66666667,1.666666667,40,28.33830577,28.33830577
A5068,90,20,21.6,38.62666667,20.1,39.36333333,20.89,38.29,21.23,37.03,19.26,44.76666667,0.9,74.86333333,19.39,29.39,22,36.62666667,18.025,38.6175,766.65,89,1.5,40,22.42102588,22.42102588
A5069,100,30,21.7,38.5,20.1,39.2,20.89,38.4,21.1,36.83333333,19.23,44.43,0.55,74.845,19.39,29.39,22,36.7,18,38.5,766.7666667,89.33333333,1.333333333,40,39.48739392,39.48739392
A5070,100,30,21.7,38.43333333,20.1,39.12666667,20.89,38.43333333,21.03333333,36.62666667,19.29,44.15666667,-0.066666667,75.06666667,19.35666667,29.39,22,36.79,18.06666667,38.56,766.8833333,89.66666667,1.166666667,40,16.20988513,16.20988513
A5071,90,30,21.73,38.36333333,20.1,39.06,20.96333333,38.5,20.96333333,36.7,19.39,43.72333333,-0.266666667,76.33333333,19.29,29.4175,21.92666667,36.79,18,38.36,767,90,1,40,20.79875814,20.79875814
A5072,70,30,21.73,38.29,20.1,38.93333333,20.96333333,38.4,20.89,36.76,19.39,43.46333333,-0.233333333,77.39333333,19.29,29.5,21.92666667,36.9,18,38.26,767.1333333,90.16666667,1.166666667,40,23.42621163,23.42621163
A5073,70,30,21.7,38.29,20.06666667,38.72333333,20.89,38.4,20.89,37.395,19.39,43.2,-0.5,76.79333333,19.29,29.66666667,21.92666667,36.96666667,18,38.06666667,767.2666667,90.33333333,1.333333333,40,9.849394998,9.849394998
A5074,80,20,21.7,38.43,20,38.72333333,20.89,38.53,20.89,37.73,19.39,43.12666667,-0.866666667,76.79333333,19.29,30.06666667,21.92666667,37.3,18,38.19333333,767.4,90.5,1.5,40,43.11944224,43.11944224
A5075,50,30,21.7,38.62666667,19.96333333,38.93333333,20.89,38.59,20.89,37.86333333,19.39,43.09,-1.066666667,77.39333333,19.29,30.32333333,22,37.69333333,18,38.46666667,767.5333333,90.66666667,1.666666667,40,4.868577665,4.868577665
A5076,60,30,21.63333333,38.62666667,19.89,39.06,20.89,38.65666667,20.89,38,19.39,43.09,-1.1,78.13333333,19.29,30.53,21.96333333,38.22666667,18,38.5,767.6666667,90.83333333,1.833333333,40,5.513560912,5.513560912
A5077,50,30,21.66666667,38.79,19.79,39.23,20.89,38.86333333,20.82333333,38,19.39,43.03,-1.1,78.99333333,19.29,30.76333333,21.89,38.69333333,18,38.5,767.8,91,2,40,0.273459731,0.273459731
A5078,50,30,21.6,38.8175,19.73,39.36333333,20.92666667,39.06666667,20.85666667,38.16333333,19.32333333,43,-1.23,78.59,19.29,31.03,21.89,39.19333333,18,38.62666667,767.9333333,91.16666667,2,38.16666667,43.09280812,43.09280812
A5079,50,30,21.53333333,38.96666667,19.66666667,39.5,21,39.2,20.79,38.16333333,19.32333333,43,-1.43,78.92333333,19.26,31.2,21.89,39.46666667,18,38.76,768.0666667,91.33333333,2,36.33333333,35.20549363,35.20549363
A5080,40,30,21.5,39,19.6,39.56,21,39.23,20.79,38.32666667,19.29,43,-1.463333333,79.56,19.26,31.32666667,21.82333333,39.65666667,18,38.82666667,768.2,91.5,2,34.5,49.83970735,49.83970735
A5081,60,30,21.5,39,19.56666667,39.73,21,39.36333333,20.93,38.52666667,19.29,43,-1.196666667,81.29333333,19.26,31.5,21.89,39.86333333,18,38.9,768.3333333,91.66666667,2,32.66666667,25.46802911,25.46802911
A5082,60,30,21.46333333,39,19.42666667,39.79,21,39.32666667,21.42666667,38.66333333,19.26,42.96666667,-1.263333333,80.42333333,19.2,31.5,21.79,40.06666667,18,39.03,768.4666667,91.83333333,2,30.83333333,36.59565125,36.59565125
A5083,60,30,21.39,39,19.39,39.845,21,39.46666667,21.96666667,38.59,19.2,42.9,-1.53,79.82333333,19.2,31.63333333,21.79,40.245,18,39.09,768.6,92,2,29,42.62171495,42.62171495
A5084,60,20,21.39,39.09,19.35666667,40.03,21,39.53,22.26,38.16,19.26,43,-1.73,80.06333333,19.2,31.76,21.76,40.4,18,39.2,768.6666667,91.33333333,1.833333333,28.5,16.02274363,16.02274363
A5085,60,30,21.39,39.09,19.23,40.03,21,39.53,22.13333333,37.82666667,19.2,43,-1.79,81.1175,19.2,31.82333333,21.7,40.46666667,18,39.26,768.7333333,90.66666667,1.666666667,28,15.31431181,15.31431181
A5086,60,30,21.29,39.09,19.2,40.12666667,21,39.59,22.06666667,37.76,19.2,43,-1.79,82.02666667,19.2,31.89,21.66666667,40.5,18,39.43333333,768.8,90,1.5,27.5,4.95106345,4.95106345
A5087,60,30,21.29,39.09,19.13333333,40.2,21,39.59,21.92666667,37.76,19.2,42.93333333,-1.79,81.89666667,19.16666667,32,21.6,40.5,18,39.5675,768.8666667,89.33333333,1.333333333,27,37.07476117,37.07476117
A5088,50,10,21.29,39.09,19.06666667,40.29,21,39.7,21.85666667,37.93333333,19.1,43,-1.79,81.69,19.1,32.06,21.55,40.745,18,39.66333333,768.9333333,88.66666667,1.166666667,26.5,39.1912289,39.1912289
A5089,50,10,21.23,39.09,19,40.29,21,39.76,21.73,37.93333333,19.1,43,-1.826666667,81.7,19.1,32.09,21.5,41.19333333,17.92666667,39.7,769,88,1,26,34.32083594,34.32083594
A5090,30,0,21.2,39.09,19,40.16333333,21.06666667,39.76,21.56666667,37.7,18.96333333,43.45666667,-1.826666667,81.56,19.1,32.1725,21.5,41.6,18,39.76,769.1,89.16666667,1,25.5,35.66954101,35.66954101
A5091,30,10,21.13333333,39.03,18.92666667,40.03,21.06666667,39.79,21.42666667,37.7,18.89,44.12333333,-1.963333333,80.86333333,19.1,32.2,21.5,41.96333333,18,39.9,769.2,90.33333333,1,25,5.68578901,5.68578901
A5092,30,10,21.1,38.9,18.85666667,39.93,21,39.73,21.34,37.9,18.79,44.75666667,-2.163333333,80.79666667,19.1,32.29,21.5,42.09,18,39.96666667,769.3,91.5,1,24.5,36.55127726,36.55127726
A5093,20,0,21.1,38.82666667,18.79,39.73,21,39.82666667,21.16666667,37.9,18.79,45.29666667,-2.26,81.53333333,19.1,32.36333333,21.39,42.03,18,40.03,769.4,92.66666667,1,24,24.94075316,24.94075316
A5094,60,10,21.06666667,38.76,18.79,39.79,21,39.9,21.03333333,37.9,18.7,45.76666667,-2.2,81.93333333,19.06666667,32.26,21.39,42.22333333,18,40.16333333,769.5,93.83333333,1,23.5,22.66707536,22.66707536
A5095,50,10,21,38.62666667,18.73,39.73,20.96333333,39.93333333,20.85666667,37.9,18.7,46.175,-1.9,83.13333333,19,32.26,21.39,42.53,18,40.2,769.6,95,1,23,47.1863898,47.1863898
A5096,50,0,21,38.59,18.66666667,39.79,20.96333333,40,20.79,37.9,18.63333333,46.46666667,-1.966666667,82.66,19,32.4,21.32333333,42.59,18,40.26,769.65,95.16666667,1,22.5,24.03830747,24.03830747
A5097,40,10,20.92666667,38.53,18.6,39.79,21,40,20.7,37.93333333,18.6,46.62666667,-2.03,82.56,19,32.4,21.35666667,42.76666667,18,40.32666667,769.7,95.33333333,1,22,8.015016885,8.015016885
A5098,40,10,20.89,38.5,18.6,39.82666667,21,40,20.63333333,37.93333333,18.6,46.83333333,-2.09,82.36666667,19,32.4,21.29,42.9,18,40.4,769.75,95.5,1,21.5,21.96319251,21.96319251
A5099,50,0,20.85666667,38.36333333,18.6,39.9,21,40.03,20.5,37.9,18.56666667,47.03,-2.2,82.33,19,32.46666667,21.29,42.93333333,18,40.5,769.8,95.66666667,1,21,26.19655804,26.19655804
A5100,50,10,20.79,38.29,18.5,39.9,21,40.09,20.42666667,37.9,18.5,47.16333333,-2.2,82.12333333,18.96333333,32.5,21.29,42.93333333,18,40.5,769.85,95.83333333,1,20.5,28.50165439,28.50165439
A5101,40,10,20.79,38.29,18.5,39.82666667,21,40.12666667,20.35666667,37.9,18.5,47.32666667,-2.29,81.85,18.96333333,32.5,21.26,42.93,17.96333333,40.59,769.9,96,1,20,37.22713928,37.22713928
A5102,60,0,20.73,38.29,18.39,39.79,21,40.2,20.29,37.96666667,18.42666667,47.4,-2.326666667,82.16666667,18.96333333,32.5,21.2,42.73,17.96333333,40.66333333,769.9,95,1,27.5,41.16468744,41.16468744
A5103,40,10,20.7,38.2,18.39,39.79,21,40.2,20.2,37.9,18.39,47.5,-2.4,81.76,18.89,32.5,21.2,42.7,18,40.7,769.9,94,1,35,20.39193957,20.39193957
A5104,40,0,20.7,38.2,18.32333333,39.79,21,40.2,20.2,37.9,18.39,47.56,-2.59,81.36666667,18.89,32.53,21.13333333,42.62666667,18,40.76,769.9,93,1,42.5,31.14855288,31.14855288
A5105,20,10,20.6,38.09,18.29,39.79,21,40.23,20.1,37.9,18.29,47.7,-2.663333333,81.1,18.89,32.59,21.1,42.5,18,40.9,769.9,92,1,50,38.60346137,38.60346137
A5106,20,10,20.6,38.09,18.29,39.79,21,40.29,20.03333333,37.82666667,18.29,47.76,-2.826666667,80.83,18.89,32.59,21.1,42.5,18,40.925,769.9,91,1,57.5,32.88275094,32.88275094
A5107,40,0,20.6,38.09,18.26,39.76,20.945,40.2,20,37.82666667,18.29,47.82666667,-2.9,81.16333333,18.89,32.59,21.1,42.5,18,41,769.9,90,1,65,35.28865288,35.28865288
A5108,50,10,20.53333333,38.09,18.2,39.7,20.89,40.23,19.92666667,37.9,18.29,47.9,-2.933333333,80.99333333,18.89,32.59,21.1,42.45,18,41.03,769.9333333,90.83333333,1,62.5,6.550983922,6.550983922
A5109,40,0,20.5,38.09,18.2,39.7,20.89,40.29,19.85666667,37.86333333,18.2,47.9,-3.06,81.06,18.84,32.59,21.1,42.43333333,18,41.09,769.9666667,91.66666667,1,60,10.09070362,10.09070362
A5110,60,10,20.5,38.09,18.13333333,39.7,20.89,40.29,19.79,37.79,18.2,47.96666667,-2.933333333,81.63333333,18.82333333,32.59,21.1,42.5,18,41.09,770,92.5,1,57.5,13.9384792,13.9384792
A5111,60,10,20.5,38.09,18.1,39.7,20.89,40.29,19.79,37.745,18.2,48,-3.133333333,80.82666667,18.79,32.59,21.1,42.5,18,41.16333333,770.0333333,93.33333333,1,55,27.68098447,27.68098447
A5112,50,0,20.42666667,38.03,18.1,39.76,20.89,40.29,19.7,37.7,18.2,48.06,-3.29,80.69,18.79,32.59,21.06666667,42.46666667,17.92666667,41.2,770.0666667,94.16666667,1,52.5,31.60078544,31.60078544
A5113,40,10,20.39,38,18.06666667,39.76,20.89,40.29,19.7,37.7,18.2,48.09,-3.363333333,80.69,18.79,32.59,21,42.4,17.92666667,41.26,770.1,95,1,50,19.40219301,19.40219301
A5114,50,0,20.39,38,18,39.76,20.89,40.29,19.6,37.59,18.2,48.16333333,-3.5,80.9,18.79,32.59,21,42.36333333,17.96333333,41.29,770.1833333,95.16666667,0.833333333,49.33333333,34.3731224,34.3731224
A5115,40,10,20.29,38,17.96333333,39.79,20.89,40.29,19.6,37.59,18.15,48.2,-3.36,81.42666667,18.76,32.66333333,21,42.29,17.96333333,41.29,770.2666667,95.33333333,0.666666667,48.66666667,33.98186677,33.98186677
A5116,40,10,20.29,38,17.89,39.79,20.89,40.32666667,19.56666667,37.59,18.16666667,48.23,-3.5,80.995,18.7,32.59,20.92666667,42.29,17.92666667,41.32666667,770.35,95.5,0.5,48,17.87315923,17.87315923
A5117,30,0,20.29,38,17.89,39.82666667,20.89,40.4,19.5,37.59,18.1,48.29,-3.53,81.12666667,18.7,32.7,20.92666667,42.29,17.92666667,41.4,770.4333333,95.66666667,0.333333333,47.33333333,6.713591272,6.713591272
A5118,20,10,20.2,37.9,17.82333333,39.82666667,20.89,40.4,19.5,37.59,18.1,48.29,-3.463333333,81.86666667,18.7,32.7,20.89,42.29,17.89,41.4,770.5166667,95.83333333,0.166666667,46.66666667,18.35043059,18.35043059
A5119,40,0,20.2,37.9,17.79,39.9,20.89,40.32666667,19.42666667,37.59,18.1,48.36333333,-3.326666667,82.49,18.7,32.7,20.89,42.29,17.89,41.4,770.6,96,0,46,22.85342333,22.85342333
A5120,40,10,20.16666667,37.9,17.79,39.82666667,20.79,40.29,19.39,37.59,18.1,48.4,-3.526666667,81.42333333,18.7,32.7,20.89,42.2,17.89,41.4,770.6666667,95.66666667,0.166666667,46,19.55267334,19.55267334
A5121,50,10,20.1,37.9,17.79,39.845,20.79,40.29,19.39,37.59,18.03333333,48.32666667,-3.766666667,80.86333333,18.7,32.7,20.89,42.2,17.89,41.46666667,770.7333333,95.33333333,0.333333333,46,26.00167664,26.00167664
A5122,50,0,20.1,37.9,17.7,39.9,20.79,40.29,19.35666667,37.59,18.06666667,48.36333333,-3.9,80.73,18.7,32.7,20.89,42.12666667,17.89,41.5,770.8,95,0.5,46,1.227243501,1.227243501
A5123,40,10,20.1,37.9,17.7,39.9,20.79,40.29,19.29,37.59,18,48.29,-3.7,81.93,18.6,32.59,20.82333333,42.12666667,17.89,41.5,770.8666667,94.66666667,0.666666667,46,31.10268578,31.10268578
A5124,40,0,20,37.79,17.66666667,39.96666667,20.79,40.32666667,19.29,37.59,18,48.32666667,-3.833333333,81.39666667,18.6,32.59,20.85666667,42.16333333,17.89,41.53,770.9333333,94.33333333,0.833333333,46,40.43880175,40.43880175
A5125,50,20,20,37.79,17.6,39.9,20.79,40.4,19.29,37.59,18,48.4,-4.09,80.49666667,18.63333333,32.7,20.79,42.09,17.89,41.645,771,94,1,46,28.54934856,28.54934856
A5126,50,10,19.96333333,37.79,17.66666667,40,20.79,40.4,19.2,37.4,17.96333333,48.4,-4.156666667,80.43,18.63333333,32.62666667,20.79,42.15666667,17.96333333,41.59,771.1,93.66666667,1,43.5,38.11741819,38.11741819
A5127,60,40,19.96333333,37.79,17.6,40,20.76,40.26,19.2,37.4,17.96333333,48.4,-4.06,80.89666667,18.6,32.7,20.79,42.29,17.96333333,41.7,771.2,93.33333333,1,41,7.23110541,7.23110541
A5128,60,20,19.92666667,37.82666667,17.56666667,40.12666667,20.7,40.12666667,19.2,37.46333333,17.89,48.43333333,-3.86,81.63,18.6,32.7,20.7,42.245,17.89,41.7,771.3,93,1,38.5,38.71490994,38.71490994
A5129,40,0,19.92666667,37.9,17.5,40.26,20.7,39.96666667,19.2,37.66333333,17.89,48.5,-3.826666667,82.02333333,18.6,32.62666667,20.7,42.06,17.89,41.56,771.4,92.66666667,1,36,8.255951025,8.255951025
A5130,40,0,19.89,37.86333333,17.5,40.22333333,20.63333333,39.56666667,19.2,37.54,17.89,48.09666667,-4.026666667,81.16333333,18.56666667,32.12333333,20.7,41.86,17.89,41.5,771.5,92.33333333,1,33.5,30.09634808,30.09634808
A5131,40,0,19.82333333,37.79,17.5,39.89,20.56666667,38.93,19.2,36.9,17.96333333,46.69666667,-4.3,80.695,18.5,31.66333333,20.6,41.19333333,17.89,41.26,771.6,92,1,31,14.36420394,14.36420394
A5132,50,0,19.79,37.76,17.46333333,39.52666667,20.5,38.73,19.13333333,36.5,18,45.49666667,-4.3,80.89333333,18.46333333,31.19333333,20.6,40.8,17.82333333,40.92666667,771.7,92,1,36,12.90156405,12.90156405
A5133,60,0,19.79,37.7,17.46333333,39.4,20.39,38.46666667,19.1,36.16333333,18.06666667,44.83,-4.16,81.76666667,18.39,30.86,20.5,40.29666667,17.85666667,40.46,771.8,92,1,41,4.988189694,4.988189694
A5134,520,0,19.79,37.66333333,17.5,39.26,20.39,38.4,19.1,36.03,18.1,44.095,-3.863333333,82.5,18.39,30.56666667,20.5,39.96333333,17.79,40,771.9,92,1,46,19.91799896,19.91799896
A5135,690,0,19.79,37.79666667,17.5,39.12666667,20.29,38.39,19,35.66333333,18.1,43.52666667,-3.79,82.29333333,18.32333333,30.36,20.46333333,39.6,17.79,39.63333333,772,92,1,51,48.82593637,48.82593637
A5136,420,0,19.7,38,17.5,39.15666667,20.43,38.86333333,18.92666667,35.53,18.1,43.19333333,-3.76,82.26,18.29,30.22666667,20.39,39.32666667,17.79,39.3,772.1,92,1,56,20.98729593,20.98729593
A5137,310,0,19.7,37.96666667,17.5,39.43,20.86,39.32666667,18.89,35.4,18.1,43.09,-3.626666667,82.59333333,18.29,30.1,20.39,39.06,17.79,38.83333333,772.2,92,1,61,26.41873156,26.41873156
A5138,270,0,19.7,37.96666667,17.5,39.59,21.13333333,39.4,18.89,35.32666667,18.1,43.03,-3.466666667,82.56,18.29,30,20.32333333,38.93333333,17.79,38.5,772.2,93,1,61,38.83368563,38.83368563
A5139,230,0,19.7,38,17.525,39.6725,21.36,39.33333333,18.89,35.16333333,18.16666667,43,-3.326666667,82.62666667,18.29,29.92666667,20.26,38.66333333,17.79,38.5,772.2,94,1,61,17.19037087,17.19037087
